indicator_id,level,place_id,place_name,report_date,sitrep,version,value,unit,basis,derivation,evidence_quote,page,text_source,confidence,flags,places_included,note
patients_confirmed,province,nord-kivu,Nord-Kivu,2026-06-02,19,1,5,patients,table,"",dont confirmés (NC+AC) 40 5 2 47,5,pdf_text,high,"","",""
patients_confirmed,province,sud-kivu,Sud-Kivu,2026-06-02,19,1,2,patients,table,"",dont confirmés (NC+AC) 40 5 2 47,5,pdf_text,high,"","",""
patients_isolated,national,ensemble,Ensemble,2026-06-02,19,1,206,patients,table,"",Patients en isolement (Fin J) 192 8 6 206,5,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_isolated,province,ituri,Ituri,2026-06-02,19,1,192,patients,table,"",Patients en isolement (Fin J) 192 8 6 206,5,pdf_text,high,"","",""
patients_isolated,province,nord-kivu,Nord-Kivu,2026-06-02,19,1,8,patients,table,"",Patients en isolement (Fin J) 192 8 6 206,5,pdf_text,high,"","",""
patients_isolated,province,sud-kivu,Sud-Kivu,2026-06-02,19,1,6,patients,table,"",Patients en isolement (Fin J) 192 8 6 206,5,pdf_text,high,"","",""
patients_start_day,national,ensemble,Ensemble,2026-06-02,19,1,204,patients,table,"",Patients au lit (J-1) 191 8 5 204,5,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_start_day,province,ituri,Ituri,2026-06-02,19,1,191,patients,table,"",Patients au lit (J-1) 191 8 5 204,5,pdf_text,high,"","",""
patients_start_day,province,nord-kivu,Nord-Kivu,2026-06-02,19,1,8,patients,table,"",Patients au lit (J-1) 191 8 5 204,5,pdf_text,high,"","",""
patients_start_day,province,sud-kivu,Sud-Kivu,2026-06-02,19,1,5,patients,table,"",Patients au lit (J-1) 191 8 5 204,5,pdf_text,high,"","",""
patients_suspect,national,ensemble,Ensemble,2026-06-02,19,1,159,patients,table,"",dont suspects 152 3 4 159,5,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_suspect,province,ituri,Ituri,2026-06-02,19,1,152,patients,table,"",dont suspects 152 3 4 159,5,pdf_text,high,"","",""
patients_suspect,province,nord-kivu,Nord-Kivu,2026-06-02,19,1,3,patients,table,"",dont suspects 152 3 4 159,5,pdf_text,high,"","",""
patients_suspect,province,sud-kivu,Sud-Kivu,2026-06-02,19,1,4,patients,table,"",dont suspects 152 3 4 159,5,pdf_text,high,"","",""
admissions_24h,national,ensemble,Ensemble,2026-06-03,20,1,48,patients,table,"",Total admissions (24h) 47 1 0 48,5,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
admissions_24h,province,ituri,Ituri,2026-06-03,20,1,47,patients,table,"",Total admissions (24h) 47 1 0 48,5,pdf_text,high,"","",""
admissions_24h,province,nord-kivu,Nord-Kivu,2026-06-03,20,1,1,patients,table,"",Total admissions (24h) 47 1 0 48,5,pdf_text,high,"","",""
admissions_24h,province,sud-kivu,Sud-Kivu,2026-06-03,20,1,0,patients,table,"",Total admissions (24h) 47 1 0 48,5,pdf_text,high,"","",""
exits_24h,national,ensemble,Ensemble,2026-06-03,20,1,37,patients,table,"",Total sorties 35 1 1 37,5,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
exits_24h,province,ituri,Ituri,2026-06-03,20,1,35,patients,table,"",Total sorties 35 1 1 37,5,pdf_text,high,"","",""
exits_24h,province,nord-kivu,Nord-Kivu,2026-06-03,20,1,1,patients,table,"",Total sorties 35 1 1 37,5,pdf_text,high,"","",""
exits_24h,province,sud-kivu,Sud-Kivu,2026-06-03,20,1,1,patients,table,"",Total sorties 35 1 1 37,5,pdf_text,high,"","",""
patients_confirmed,national,ensemble,Ensemble,2026-06-03,20,1,62,patients,table,"",dont confirmés (NC + AC) 57 4 1 62,5,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_confirmed,province,ituri,Ituri,2026-06-03,20,1,57,patients,table,"",dont confirmés (NC + AC) 57 4 1 62,5,pdf_text,high,"","",""
patients_confirmed,province,nord-kivu,Nord-Kivu,2026-06-03,20,1,4,patients,table,"",dont confirmés (NC + AC) 57 4 1 62,5,pdf_text,high,"","",""
patients_confirmed,province,sud-kivu,Sud-Kivu,2026-06-03,20,1,1,patients,table,"",dont confirmés (NC + AC) 57 4 1 62,5,pdf_text,high,"","",""
patients_isolated,national,ensemble,Ensemble,2026-06-03,20,1,233,patients,table,"",Patients en isolement (Fin J) 220 8 5 233,5,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_isolated,province,ituri,Ituri,2026-06-03,20,1,220,patients,table,"",Patients en isolement (Fin J) 220 8 5 233,5,pdf_text,high,"","",""
patients_isolated,province,nord-kivu,Nord-Kivu,2026-06-03,20,1,8,patients,table,"",Patients en isolement (Fin J) 220 8 5 233,5,pdf_text,high,"","",""
patients_isolated,province,sud-kivu,Sud-Kivu,2026-06-03,20,1,5,patients,table,"",Patients en isolement (Fin J) 220 8 5 233,5,pdf_text,high,"","",""
patients_start_day,national,ensemble,Ensemble,2026-06-03,20,1,222,patients,table,"",Patients au lit (J-1) 208 8 6 222,5,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_start_day,province,ituri,Ituri,2026-06-03,20,1,208,patients,table,"",Patients au lit (J-1) 208 8 6 222,5,pdf_text,high,"","",""
patients_start_day,province,nord-kivu,Nord-Kivu,2026-06-03,20,1,8,patients,table,"",Patients au lit (J-1) 208 8 6 222,5,pdf_text,high,"","",""
patients_start_day,province,sud-kivu,Sud-Kivu,2026-06-03,20,1,6,patients,table,"",Patients au lit (J-1) 208 8 6 222,5,pdf_text,high,"","",""
patients_suspect,national,ensemble,Ensemble,2026-06-03,20,1,171,patients,table,"",dont suspects 163 4 4 171,5,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_suspect,province,ituri,Ituri,2026-06-03,20,1,163,patients,table,"",dont suspects 163 4 4 171,5,pdf_text,high,"","",""
patients_suspect,province,nord-kivu,Nord-Kivu,2026-06-03,20,1,4,patients,table,"",dont suspects 163 4 4 171,5,pdf_text,high,"","",""
patients_suspect,province,sud-kivu,Sud-Kivu,2026-06-03,20,1,4,patients,table,"",dont suspects 163 4 4 171,5,pdf_text,high,"","",""
admissions_24h,national,ensemble,Ensemble,2026-06-04,21,1,62,patients,table,"",Total admissions (24h) 61 1 0 62,6,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
admissions_24h,province,ituri,Ituri,2026-06-04,21,1,61,patients,table,"",Total admissions (24h) 61 1 0 62,6,pdf_text,high,"","",""
admissions_24h,province,nord-kivu,Nord-Kivu,2026-06-04,21,1,1,patients,table,"",Total admissions (24h) 61 1 0 62,6,pdf_text,high,"","",""
admissions_24h,province,sud-kivu,Sud-Kivu,2026-06-04,21,1,0,patients,table,"",Total admissions (24h) 61 1 0 62,6,pdf_text,high,"","",""
exits_24h,national,ensemble,Ensemble,2026-06-04,21,1,37,patients,table,"",Total sorties 37 0 0 37,6,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
exits_24h,province,ituri,Ituri,2026-06-04,21,1,37,patients,table,"",Total sorties 37 0 0 37,6,pdf_text,high,"","",""
exits_24h,province,nord-kivu,Nord-Kivu,2026-06-04,21,1,0,patients,table,"",Total sorties 37 0 0 37,6,pdf_text,high,"","",""
exits_24h,province,sud-kivu,Sud-Kivu,2026-06-04,21,1,0,patients,table,"",Total sorties 37 0 0 37,6,pdf_text,high,"","",""
patients_confirmed,national,ensemble,Ensemble,2026-06-04,21,1,72,patients,table,"",dont confirmés (NC+AC) 66 5 1 72,6,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_confirmed,province,ituri,Ituri,2026-06-04,21,1,66,patients,table,"",dont confirmés (NC+AC) 66 5 1 72,6,pdf_text,high,"","",""
patients_confirmed,province,nord-kivu,Nord-Kivu,2026-06-04,21,1,5,patients,table,"",dont confirmés (NC+AC) 66 5 1 72,6,pdf_text,high,"","",""
patients_confirmed,province,sud-kivu,Sud-Kivu,2026-06-04,21,1,1,patients,table,"",dont confirmés (NC+AC) 66 5 1 72,6,pdf_text,high,"","",""
patients_isolated,national,ensemble,Ensemble,2026-06-04,21,1,258,patients,table,"",Patients en isolement (Fin J) 243 9 6 258,6,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_isolated,province,ituri,Ituri,2026-06-04,21,1,243,patients,table,"",Patients en isolement (Fin J) 243 9 6 258,6,pdf_text,high,"","",""
patients_isolated,province,nord-kivu,Nord-Kivu,2026-06-04,21,1,9,patients,table,"",Patients en isolement (Fin J) 243 9 6 258,6,pdf_text,high,"","",""
patients_isolated,province,sud-kivu,Sud-Kivu,2026-06-04,21,1,6,patients,table,"",Patients en isolement (Fin J) 243 9 6 258,6,pdf_text,high,"","",""
patients_start_day,national,ensemble,Ensemble,2026-06-04,21,1,233,patients,table,"",Patients au lit (J-1) 219 8 6 233,6,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_start_day,province,ituri,Ituri,2026-06-04,21,1,219,patients,table,"",Patients au lit (J-1) 219 8 6 233,6,pdf_text,high,"","",""
patients_start_day,province,nord-kivu,Nord-Kivu,2026-06-04,21,1,8,patients,table,"",Patients au lit (J-1) 219 8 6 233,6,pdf_text,high,"","",""
patients_start_day,province,sud-kivu,Sud-Kivu,2026-06-04,21,1,6,patients,table,"",Patients au lit (J-1) 219 8 6 233,6,pdf_text,high,"","",""
patients_suspect,national,ensemble,Ensemble,2026-06-04,21,1,186,patients,table,"",dont suspects 177 4 5 186,6,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_suspect,province,ituri,Ituri,2026-06-04,21,1,177,patients,table,"",dont suspects 177 4 5 186,6,pdf_text,high,"","",""
patients_suspect,province,nord-kivu,Nord-Kivu,2026-06-04,21,1,4,patients,table,"",dont suspects 177 4 5 186,6,pdf_text,high,"","",""
patients_suspect,province,sud-kivu,Sud-Kivu,2026-06-04,21,1,5,patients,table,"",dont suspects 177 4 5 186,6,pdf_text,high,"","",""
admissions_24h,national,ensemble,Ensemble,2026-06-05,22,1,38,patients,table,"",Total admissions (24h) 37 1 0 38,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
admissions_24h,province,ituri,Ituri,2026-06-05,22,1,37,patients,table,"",Total admissions (24h) 37 1 0 38,7,pdf_text,high,"","",""
admissions_24h,province,nord-kivu,Nord-Kivu,2026-06-05,22,1,1,patients,table,"",Total admissions (24h) 37 1 0 38,7,pdf_text,high,"","",""
admissions_24h,province,sud-kivu,Sud-Kivu,2026-06-05,22,1,0,patients,table,"",Total admissions (24h) 37 1 0 38,7,pdf_text,high,"","",""
exits_24h,national,ensemble,Ensemble,2026-06-05,22,1,22,patients,table,"",Total sorties 22 0 0 22,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
exits_24h,province,ituri,Ituri,2026-06-05,22,1,22,patients,table,"",Total sorties 22 0 0 22,7,pdf_text,high,"","",""
exits_24h,province,nord-kivu,Nord-Kivu,2026-06-05,22,1,0,patients,table,"",Total sorties 22 0 0 22,7,pdf_text,high,"","",""
exits_24h,province,sud-kivu,Sud-Kivu,2026-06-05,22,1,0,patients,table,"",Total sorties 22 0 0 22,7,pdf_text,high,"","",""
patients_confirmed,national,ensemble,Ensemble,2026-06-05,22,1,89,patients,table,"",dont confirmés (NC+AC) 83 5 1 89,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_confirmed,province,ituri,Ituri,2026-06-05,22,1,83,patients,table,"",dont confirmés (NC+AC) 83 5 1 89,7,pdf_text,high,"","",""
patients_confirmed,province,nord-kivu,Nord-Kivu,2026-06-05,22,1,5,patients,table,"",dont confirmés (NC+AC) 83 5 1 89,7,pdf_text,high,"","",""
patients_confirmed,province,sud-kivu,Sud-Kivu,2026-06-05,22,1,1,patients,table,"",dont confirmés (NC+AC) 83 5 1 89,7,pdf_text,high,"","",""
patients_start_day,national,ensemble,Ensemble,2026-06-05,22,1,251,patients,table,"",Patients au lit (J-1) 236 8 7 251,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_start_day,province,ituri,Ituri,2026-06-05,22,1,236,patients,table,"",Patients au lit (J-1) 236 8 7 251,7,pdf_text,high,"","",""
patients_start_day,province,nord-kivu,Nord-Kivu,2026-06-05,22,1,8,patients,table,"",Patients au lit (J-1) 236 8 7 251,7,pdf_text,high,"","",""
patients_start_day,province,sud-kivu,Sud-Kivu,2026-06-05,22,1,7,patients,table,"",Patients au lit (J-1) 236 8 7 251,7,pdf_text,high,"","",""
patients_suspect,national,ensemble,Ensemble,2026-06-05,22,1,178,patients,table,"",dont suspects 168 4 6 178,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_suspect,province,ituri,Ituri,2026-06-05,22,1,168,patients,table,"",dont suspects 168 4 6 178,7,pdf_text,high,"","",""
patients_suspect,province,nord-kivu,Nord-Kivu,2026-06-05,22,1,4,patients,table,"",dont suspects 168 4 6 178,7,pdf_text,high,"","",""
patients_suspect,province,sud-kivu,Sud-Kivu,2026-06-05,22,1,6,patients,table,"",dont suspects 168 4 6 178,7,pdf_text,high,"","",""
admissions_24h,national,ensemble,Ensemble,2026-06-06,23,1,30,patients,table,"",Total admissions (24h) 29 1 0 30,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
admissions_24h,province,ituri,Ituri,2026-06-06,23,1,29,patients,table,"",Total admissions (24h) 29 1 0 30,7,pdf_text,high,"","",""
admissions_24h,province,nord-kivu,Nord-Kivu,2026-06-06,23,1,1,patients,table,"",Total admissions (24h) 29 1 0 30,7,pdf_text,high,"","",""
admissions_24h,province,sud-kivu,Sud-Kivu,2026-06-06,23,1,0,patients,table,"",Total admissions (24h) 29 1 0 30,7,pdf_text,high,"","",""
exits_24h,national,ensemble,Ensemble,2026-06-06,23,1,27,patients,table,"",Total sorties 26 1 0 27,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
exits_24h,province,ituri,Ituri,2026-06-06,23,1,26,patients,table,"",Total sorties 26 1 0 27,7,pdf_text,high,"","",""
exits_24h,province,nord-kivu,Nord-Kivu,2026-06-06,23,1,1,patients,table,"",Total sorties 26 1 0 27,7,pdf_text,high,"","",""
exits_24h,province,sud-kivu,Sud-Kivu,2026-06-06,23,1,0,patients,table,"",Total sorties 26 1 0 27,7,pdf_text,high,"","",""
patients_confirmed,national,ensemble,Ensemble,2026-06-06,23,1,105,patients,table,"",dont confirmés (NC+AC) 99 5 1 105,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_confirmed,province,ituri,Ituri,2026-06-06,23,1,99,patients,table,"",dont confirmés (NC+AC) 99 5 1 105,7,pdf_text,high,"","",""
patients_confirmed,province,nord-kivu,Nord-Kivu,2026-06-06,23,1,5,patients,table,"",dont confirmés (NC+AC) 99 5 1 105,7,pdf_text,high,"","",""
patients_confirmed,province,sud-kivu,Sud-Kivu,2026-06-06,23,1,1,patients,table,"",dont confirmés (NC+AC) 99 5 1 105,7,pdf_text,high,"","",""
patients_start_day,national,ensemble,Ensemble,2026-06-06,23,1,280,patients,table,"",Patients au lit (J-1) 257 16 7 280,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_start_day,province,ituri,Ituri,2026-06-06,23,1,257,patients,table,"",Patients au lit (J-1) 257 16 7 280,7,pdf_text,high,"","",""
patients_start_day,province,nord-kivu,Nord-Kivu,2026-06-06,23,1,16,patients,table,"",Patients au lit (J-1) 257 16 7 280,7,pdf_text,high,"","",""
patients_start_day,province,sud-kivu,Sud-Kivu,2026-06-06,23,1,7,patients,table,"",Patients au lit (J-1) 257 16 7 280,7,pdf_text,high,"","",""
patients_suspect,national,ensemble,Ensemble,2026-06-06,23,1,178,patients,table,"",dont suspects 161 11 6 178,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_suspect,province,ituri,Ituri,2026-06-06,23,1,161,patients,table,"",dont suspects 161 11 6 178,7,pdf_text,high,"","",""
patients_suspect,province,nord-kivu,Nord-Kivu,2026-06-06,23,1,11,patients,table,"",dont suspects 161 11 6 178,7,pdf_text,high,"","",""
patients_suspect,province,sud-kivu,Sud-Kivu,2026-06-06,23,1,6,patients,table,"",dont suspects 161 11 6 178,7,pdf_text,high,"","",""
admissions_24h,national,ensemble,Ensemble,2026-06-07,24,1,61,patients,table,"",Total admissions (24h) 55 6 0 61,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
admissions_24h,province,ituri,Ituri,2026-06-07,24,1,55,patients,table,"",Total admissions (24h) 55 6 0 61,7,pdf_text,high,"","",""
admissions_24h,province,nord-kivu,Nord-Kivu,2026-06-07,24,1,6,patients,table,"",Total admissions (24h) 55 6 0 61,7,pdf_text,high,"","",""
admissions_24h,province,sud-kivu,Sud-Kivu,2026-06-07,24,1,0,patients,table,"",Total admissions (24h) 55 6 0 61,7,pdf_text,high,"","",""
exits_24h,national,ensemble,Ensemble,2026-06-07,24,1,35,patients,table,"",Total sorties 31 4 0 35,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
exits_24h,province,ituri,Ituri,2026-06-07,24,1,31,patients,table,"",Total sorties 31 4 0 35,7,pdf_text,high,"","",""
exits_24h,province,nord-kivu,Nord-Kivu,2026-06-07,24,1,4,patients,table,"",Total sorties 31 4 0 35,7,pdf_text,high,"","",""
exits_24h,province,sud-kivu,Sud-Kivu,2026-06-07,24,1,0,patients,table,"",Total sorties 31 4 0 35,7,pdf_text,high,"","",""
patients_confirmed,national,ensemble,Ensemble,2026-06-07,24,1,116,patients,table,"",dont confirmés (NC+AC) 110 5 1 116,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_confirmed,province,ituri,Ituri,2026-06-07,24,1,110,patients,table,"",dont confirmés (NC+AC) 110 5 1 116,7,pdf_text,high,"","",""
patients_confirmed,province,nord-kivu,Nord-Kivu,2026-06-07,24,1,5,patients,table,"",dont confirmés (NC+AC) 110 5 1 116,7,pdf_text,high,"","",""
patients_confirmed,province,sud-kivu,Sud-Kivu,2026-06-07,24,1,1,patients,table,"",dont confirmés (NC+AC) 110 5 1 116,7,pdf_text,high,"","",""
patients_isolated,national,ensemble,Ensemble,2026-06-07,24,1,309,patients,table,"",Patients en isolement (Fin J) 284 18 7 309,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_isolated,province,ituri,Ituri,2026-06-07,24,1,284,patients,table,"",Patients en isolement (Fin J) 284 18 7 309,7,pdf_text,high,"","",""
patients_isolated,province,nord-kivu,Nord-Kivu,2026-06-07,24,1,18,patients,table,"",Patients en isolement (Fin J) 284 18 7 309,7,pdf_text,high,"","",""
patients_isolated,province,sud-kivu,Sud-Kivu,2026-06-07,24,1,7,patients,table,"",Patients en isolement (Fin J) 284 18 7 309,7,pdf_text,high,"","",""
patients_start_day,national,ensemble,Ensemble,2026-06-07,24,1,283,patients,table,"",Patients au lit (J-1) 260 16 7 283,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_start_day,province,ituri,Ituri,2026-06-07,24,1,260,patients,table,"",Patients au lit (J-1) 260 16 7 283,7,pdf_text,high,"","",""
patients_start_day,province,nord-kivu,Nord-Kivu,2026-06-07,24,1,16,patients,table,"",Patients au lit (J-1) 260 16 7 283,7,pdf_text,high,"","",""
patients_start_day,province,sud-kivu,Sud-Kivu,2026-06-07,24,1,7,patients,table,"",Patients au lit (J-1) 260 16 7 283,7,pdf_text,high,"","",""
patients_suspect,national,ensemble,Ensemble,2026-06-07,24,1,193,patients,table,"",dont suspects 174 13 6 193,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_suspect,province,ituri,Ituri,2026-06-07,24,1,174,patients,table,"",dont suspects 174 13 6 193,7,pdf_text,high,"","",""
patients_suspect,province,nord-kivu,Nord-Kivu,2026-06-07,24,1,13,patients,table,"",dont suspects 174 13 6 193,7,pdf_text,high,"","",""
patients_suspect,province,sud-kivu,Sud-Kivu,2026-06-07,24,1,6,patients,table,"",dont suspects 174 13 6 193,7,pdf_text,high,"","",""
admissions_24h,national,ensemble,Ensemble,2026-06-08,25,1,34,patients,table,"",Total admissions (24h) 27 7 0 34,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
admissions_24h,province,ituri,Ituri,2026-06-08,25,1,27,patients,table,"",Total admissions (24h) 27 7 0 34,7,pdf_text,high,"","",""
admissions_24h,province,nord-kivu,Nord-Kivu,2026-06-08,25,1,7,patients,table,"",Total admissions (24h) 27 7 0 34,7,pdf_text,high,"","",""
admissions_24h,province,sud-kivu,Sud-Kivu,2026-06-08,25,1,0,patients,table,"",Total admissions (24h) 27 7 0 34,7,pdf_text,high,"","",""
exits_24h,national,ensemble,Ensemble,2026-06-08,25,1,47,patients,table,"",Total sorties 47 0 0 47,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
exits_24h,province,ituri,Ituri,2026-06-08,25,1,47,patients,table,"",Total sorties 47 0 0 47,7,pdf_text,high,"","",""
exits_24h,province,nord-kivu,Nord-Kivu,2026-06-08,25,1,0,patients,table,"",Total sorties 47 0 0 47,7,pdf_text,high,"","",""
exits_24h,province,sud-kivu,Sud-Kivu,2026-06-08,25,1,0,patients,table,"",Total sorties 47 0 0 47,7,pdf_text,high,"","",""
patients_confirmed,national,ensemble,Ensemble,2026-06-08,25,1,113,patients,table,"",dont confirmés (NC+AC) 106 6 1 113,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_confirmed,province,ituri,Ituri,2026-06-08,25,1,106,patients,table,"",dont confirmés (NC+AC) 106 6 1 113,7,pdf_text,high,"","",""
patients_confirmed,province,nord-kivu,Nord-Kivu,2026-06-08,25,1,6,patients,table,"",dont confirmés (NC+AC) 106 6 1 113,7,pdf_text,high,"","",""
patients_confirmed,province,sud-kivu,Sud-Kivu,2026-06-08,25,1,1,patients,table,"",dont confirmés (NC+AC) 106 6 1 113,7,pdf_text,high,"","",""
patients_isolated,national,ensemble,Ensemble,2026-06-08,25,1,297,patients,table,"",Patients en isolement (Fin J) 266 24 7 297,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_isolated,province,ituri,Ituri,2026-06-08,25,1,266,patients,table,"",Patients en isolement (Fin J) 266 24 7 297,7,pdf_text,high,"","",""
patients_isolated,province,nord-kivu,Nord-Kivu,2026-06-08,25,1,24,patients,table,"",Patients en isolement (Fin J) 266 24 7 297,7,pdf_text,high,"","",""
patients_isolated,province,sud-kivu,Sud-Kivu,2026-06-08,25,1,7,patients,table,"",Patients en isolement (Fin J) 266 24 7 297,7,pdf_text,high,"","",""
patients_start_day,national,ensemble,Ensemble,2026-06-08,25,1,310,patients,table,"",Patients au lit (J-1) 286 17 7 310,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_start_day,province,ituri,Ituri,2026-06-08,25,1,286,patients,table,"",Patients au lit (J-1) 286 17 7 310,7,pdf_text,high,"","",""
patients_start_day,province,nord-kivu,Nord-Kivu,2026-06-08,25,1,17,patients,table,"",Patients au lit (J-1) 286 17 7 310,7,pdf_text,high,"","",""
patients_start_day,province,sud-kivu,Sud-Kivu,2026-06-08,25,1,7,patients,table,"",Patients au lit (J-1) 286 17 7 310,7,pdf_text,high,"","",""
patients_suspect,national,ensemble,Ensemble,2026-06-08,25,1,184,patients,table,"",dont suspects 160 18 6 184,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
patients_suspect,province,ituri,Ituri,2026-06-08,25,1,160,patients,table,"",dont suspects 160 18 6 184,7,pdf_text,high,"","",""
patients_suspect,province,nord-kivu,Nord-Kivu,2026-06-08,25,1,18,patients,table,"",dont suspects 160 18 6 184,7,pdf_text,high,"","",""
patients_suspect,province,sud-kivu,Sud-Kivu,2026-06-08,25,1,6,patients,table,"",dont suspects 160 18 6 184,7,pdf_text,high,"","",""
admissions_24h,national,ensemble,Ensemble,2026-06-09,26,1,31,patients,table,"",Total admissions (24h) 31 0 0 31,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
admissions_24h,province,ituri,Ituri,2026-06-09,26,1,31,patients,table,"",Total admissions (24h) 31 0 0 31,7,pdf_text,high,"","",""
admissions_24h,province,nord-kivu,Nord-Kivu,2026-06-09,26,1,0,patients,table,"",Total admissions (24h) 31 0 0 31,7,pdf_text,high,"","",""
admissions_24h,province,sud-kivu,Sud-Kivu,2026-06-09,26,1,0,patients,table,"",Total admissions (24h) 31 0 0 31,7,pdf_text,high,"","",""
exits_24h,national,ensemble,Ensemble,2026-06-09,26,1,39,patients,table,"",Total sorties 39 0 0 39,7,pdf_text,high,"",ituri;nord-kivu;sud-kivu,""
exits_24h,province,ituri,Ituri,2026-06-09,26,1,39,patients,table,"",Total sorties 39 0 0 39,7,pdf_text,high,"","",""
