sitrep,sitrep_num,report_date,table_n,caption,label_raw,kind,label_key,role
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Bambu,column,bambu,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Fataki,column,fataki,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Total,column,total,dimension
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Report des alertes (17/05),row_label,report des alertes,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Nouvelles alertes (18/05),row_label,nouvelles alertes,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Total des alertes du jour (18/05),row_label,total des alertes du jour,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Alertes vivants,row_label,alertes vivants,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Alertes décédés,row_label,alertes décédés,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Alertes investiguées,row_label,alertes investiguées,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Alertes non investiguées,row_label,alertes non investiguées,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Alertes validées,row_label,alertes validées,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Alertes invalidées,row_label,alertes invalidées,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Cas suspects prélevés,row_label,cas suspects prélevés,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Cas suspects isolés,row_label,cas suspects isolés,indicator
004,4,2026-05-19,3,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Cas suspects non isolés,row_label,cas suspects non isolés,indicator
005,5,2026-05-19,1,"",Provinces touchées,column,provinces touchées,dimension
005,5,2026-05-19,1,"",Zones de santé,column,zones de santé,dimension
005,5,2026-05-19,1,"",Nouveaux cas confirmés,column,nouveaux cas confirmés,indicator
005,5,2026-05-19,1,"",Nouveaux décès confirmés,column,nouveaux décès confirmés,indicator
005,5,2026-05-19,1,"",Nouveaux cas probables,column,nouveaux cas probables,indicator
005,5,2026-05-19,1,"",Nouveaux cas suspects,column,nouveaux cas suspects,indicator
005,5,2026-05-19,1,"",Nouveaux contacts listés,column,nouveaux contacts listés,indicator
005,5,2026-05-19,1,"",Guéris du jour,column,guéris du jour,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Zones de santé,column,zones de santé,dimension
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Report des alertes (18/05),column,report des alertes,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Nouvelles alertes (19/05),column,nouvelles alertes,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Total des alertes du jour (19/05),column,total des alertes du jour,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Alertes vivants,column,alertes vivants,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Alertes décédés,column,alertes décédés,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Alertes investiguées,column,alertes investiguées,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Alertes non investiguées,column,alertes non investiguées,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Alertes validées,column,alertes validées,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Alertes invalidées,column,alertes invalidées,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Cas suspects prélevés,column,cas suspects prélevés,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Cas suspects non prélevés,column,cas suspects non prélevés,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Cas suspects isolés,column,cas suspects isolés,indicator
005,5,2026-05-19,2,Tableau I. Récapitulatif de la situation des alertes à la date du 19 mai 2026,Cas suspects non isolés,column,cas suspects non isolés,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Zones de santé,column,zones de santé,dimension
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Suivi journalier Report du 18/05/2026,column,suivi journalier report,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Suivi journalier Nouveaux contacts le 19/05/2026,column,suivi journalier nouveaux contacts,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Suivi journalier Contact à suivre ce jour,column,suivi journalier contact à suivre ce jour,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Suivi journalier Contacts vus,column,suivi journalier contacts vus,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Suivi journalier Sorties 21 Jrs,column,suivi journalier sorties 21 jrs,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Suivi journalier Devenus Suspects,column,suivi journalier devenus suspects,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Taux de suivi,column,taux de suivi,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Total non vus,column,total non vus,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Raison de non vus Simple Absence,column,raison de non vus simple absence,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Raison de non vus Perdus de vue (≥72 heures),column,raison de non vus perdus de vue (≥72 heures),indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Raison de non vus Jamais vus,column,raison de non vus jamais vus,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Raison de non vus Refus,column,raison de non vus refus,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Raison de non vus Déplacés,column,raison de non vus déplacés,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Raison de non vus Reco n'est pas passé,column,raison de non vus reco n'est pas passé,indicator
005,5,2026-05-19,3,Tableau II. Récapitulatif de l’identification et suivi de contacts à la date du 19 mai 2026,Reste à suivre le jour suivant,column,reste à suivre le jour suivant,indicator
005,5,2026-05-19,4,"Tableau III. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri et Nord-Kivu au 19 mai 2026",Provinces,column,provinces,dimension
005,5,2026-05-19,4,"Tableau III. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri et Nord-Kivu au 19 mai 2026",Zones de santé,column,zones de santé,dimension
005,5,2026-05-19,4,"Tableau III. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri et Nord-Kivu au 19 mai 2026",Nbre de cas suspects,column,nbre de cas suspects,indicator
005,5,2026-05-19,4,"Tableau III. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri et Nord-Kivu au 19 mai 2026",Nbre de décès suspects,column,nbre de décès suspects,indicator
005,5,2026-05-19,4,"Tableau III. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri et Nord-Kivu au 19 mai 2026",Nbre de cas Confirmés,column,nbre de cas confirmés,indicator
005,5,2026-05-19,4,"Tableau III. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri et Nord-Kivu au 19 mai 2026",Nbre de contacts,column,nbre de contacts,indicator
006,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Provinces touchées,column,provinces touchées,dimension
006,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Zones de santé avec cas confirmés,column,zones de santé avec cas confirmés,indicator
006,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux cas confirmés,column,nouveaux cas confirmés,indicator
006,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux décès confirmés,column,nouveaux décès confirmés,indicator
006,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux cas probables,column,nouveaux cas probables,indicator
006,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux cas suspects,column,nouveaux cas suspects,indicator
006,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux contacts listés,column,nouveaux contacts listés,indicator
006,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Guéris du jour,column,guéris du jour,indicator
006_v2,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Provinces touchées,column,provinces touchées,dimension
006_v2,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Zones de santé avec cas confirmés,column,zones de santé avec cas confirmés,indicator
006_v2,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux cas confirmés,column,nouveaux cas confirmés,indicator
006_v2,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux décès confirmés,column,nouveaux décès confirmés,indicator
006_v2,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux cas probables,column,nouveaux cas probables,indicator
006_v2,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux cas suspects,column,nouveaux cas suspects,indicator
006_v2,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux contacts listés,column,nouveaux contacts listés,indicator
006_v2,6,2026-05-20,1,Répartition des cas et décès confirmés par zone de santé et Province,Guéris du jour,column,guéris du jour,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Suivi des alertes,column,suivi des alertes,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Report des alertes (19/05),column,report des alertes,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Nouvelles alertes (20/05),column,nouvelles alertes,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Total des alertes du jour (20/05),column,total des alertes du jour,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes vivants,column,alertes vivants,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes décédés,column,alertes décédés,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes investiguées,column,alertes investiguées,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes non investiguées,column,alertes non investiguées,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes validées,column,alertes validées,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes invalidées,column,alertes invalidées,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Cas suspects prélevés,column,cas suspects prélevés,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Cas suspects non prélévés,column,cas suspects non prélévés,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Cas suspects isolés,column,cas suspects isolés,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Cas suspects non isolés,column,cas suspects non isolés,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Bunia,row_label,bunia,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Rwampara,row_label,rwampara,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Nyankunde,row_label,nyankunde,indicator
006,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Mongbwalu,row_label,mongbwalu,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Suivi des alertes,column,suivi des alertes,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Report des alertes (19/05),column,report des alertes,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Nouvelles alertes (20/05),column,nouvelles alertes,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Total des alertes du jour (20/05),column,total des alertes du jour,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes vivants,column,alertes vivants,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes décédés,column,alertes décédés,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes investiguées,column,alertes investiguées,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes non investiguées,column,alertes non investiguées,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes validées,column,alertes validées,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Alertes invalidées,column,alertes invalidées,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Cas suspects prélevés,column,cas suspects prélevés,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Cas suspects non prélévés,column,cas suspects non prélévés,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Cas suspects isolés,column,cas suspects isolés,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Cas suspects non isolés,column,cas suspects non isolés,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Bunia,row_label,bunia,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Rwampara,row_label,rwampara,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Nyankunde,row_label,nyankunde,indicator
006_v2,6,2026-05-20,2,Tableau I. Récapitulatif de la situation des alertes à la date du 20 mai 2026,Mongbwalu,row_label,mongbwalu,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Suivi des alertes,column,suivi des alertes,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Report des alertes (19/05),column,report des alertes,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Nouvelles alertes (20/05),column,nouvelles alertes,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Total des alertes du jour (20/05),column,total des alertes du jour,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes vivants,column,alertes vivants,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes décédés,column,alertes décédés,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes investiguées,column,alertes investiguées,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes non investiguées,column,alertes non investiguées,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes validées,column,alertes validées,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes invalidées,column,alertes invalidées,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Cas suspects prélevés,column,cas suspects prélevés,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Cas suspects non prélévés,column,cas suspects non prélévés,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Cas suspects isolés,column,cas suspects isolés,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Cas suspects non isolés,column,cas suspects non isolés,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Nizi,row_label,nizi,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Lita,row_label,lita,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Fataki,row_label,fataki,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Logo,row_label,logo,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Aungba,row_label,aungba,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Rethy,row_label,rethy,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Komanda,row_label,komanda,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Bambu,row_label,bambu,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Mangala,row_label,mangala,indicator
006,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Lolwa,row_label,lolwa,indicator
006_v2,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Suivi des alertes,column,suivi des alertes,indicator
006_v2,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Report des alertes (19/05),column,report des alertes,indicator
006_v2,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Nouvelles alertes (20/05),column,nouvelles alertes,indicator
006_v2,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Total des alertes du jour (20/05),column,total des alertes du jour,indicator
006_v2,6,2026-05-20,3,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Alertes vivants,column,alertes vivants,indicator
