sitrep,version,report_date,era,indicator_id,status,n_values,n_nd,places
14,1,2026-05-28,narrative,exits_24h,absent,0,0,""
14,1,2026-05-28,narrative,facility_closed,absent,0,0,""
14,1,2026-05-28,narrative,facility_expanded,absent,0,0,""
14,1,2026-05-28,narrative,facility_incident,absent,0,0,""
14,1,2026-05-28,narrative,facility_saturated,absent,0,0,""
14,1,2026-05-28,narrative,occupancy_rate,absent,0,0,""
14,1,2026-05-28,narrative,patients_confirmed,absent,0,0,""
14,1,2026-05-28,narrative,patients_isolated,absent,0,0,""
14,1,2026-05-28,narrative,patients_start_day,absent,0,0,""
14,1,2026-05-28,narrative,patients_suspect,absent,0,0,""
15,1,2026-05-29,narrative,admissions_24h,absent,0,0,""
15,1,2026-05-29,narrative,admissions_cumulative,absent,0,0,""
15,1,2026-05-29,narrative,beds_total,absent,0,0,""
15,1,2026-05-29,narrative,exits_24h,absent,0,0,""
15,1,2026-05-29,narrative,facility_closed,absent,0,0,""
15,1,2026-05-29,narrative,facility_expanded,absent,0,0,""
15,1,2026-05-29,narrative,facility_incident,absent,0,0,""
15,1,2026-05-29,narrative,facility_saturated,absent,0,0,""
15,1,2026-05-29,narrative,occupancy_rate,absent,0,0,""
15,1,2026-05-29,narrative,patients_confirmed,absent,0,0,""
15,1,2026-05-29,narrative,patients_isolated,absent,0,0,""
15,1,2026-05-29,narrative,patients_start_day,absent,0,0,""
15,1,2026-05-29,narrative,patients_suspect,absent,0,0,""
16,1,2026-05-30,narrative,admissions_24h,absent,0,0,""
16,1,2026-05-30,narrative,admissions_cumulative,absent,0,0,""
16,1,2026-05-30,narrative,beds_total,absent,0,0,""
16,1,2026-05-30,narrative,exits_24h,absent,0,0,""
16,1,2026-05-30,narrative,facility_closed,absent,0,0,""
16,1,2026-05-30,narrative,facility_expanded,absent,0,0,""
16,1,2026-05-30,narrative,facility_incident,absent,0,0,""
16,1,2026-05-30,narrative,facility_saturated,absent,0,0,""
16,1,2026-05-30,narrative,occupancy_rate,absent,0,0,""
16,1,2026-05-30,narrative,patients_confirmed,absent,0,0,""
16,1,2026-05-30,narrative,patients_isolated,absent,0,0,""
16,1,2026-05-30,narrative,patients_start_day,absent,0,0,""
16,1,2026-05-30,narrative,patients_suspect,absent,0,0,""
17,1,2026-05-31,narrative,admissions_24h,absent,0,0,""
17,1,2026-05-31,narrative,admissions_cumulative,absent,0,0,""
17,1,2026-05-31,narrative,beds_total,absent,0,0,""
17,1,2026-05-31,narrative,exits_24h,absent,0,0,""
17,1,2026-05-31,narrative,facility_closed,absent,0,0,""
17,1,2026-05-31,narrative,facility_expanded,absent,0,0,""
17,1,2026-05-31,narrative,facility_incident,absent,0,0,""
17,1,2026-05-31,narrative,facility_saturated,absent,0,0,""
17,1,2026-05-31,narrative,occupancy_rate,absent,0,0,""
17,1,2026-05-31,narrative,patients_confirmed,absent,0,0,""
17,1,2026-05-31,narrative,patients_isolated,absent,0,0,""
17,1,2026-05-31,narrative,patients_start_day,absent,0,0,""
17,1,2026-05-31,narrative,patients_suspect,absent,0,0,""
18,1,2026-06-01,narrative,admissions_24h,absent,0,0,""
18,1,2026-06-01,narrative,admissions_cumulative,absent,0,0,""
18,1,2026-06-01,narrative,beds_total,absent,0,0,""
18,1,2026-06-01,narrative,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
18,1,2026-06-01,narrative,facility_closed,absent,0,0,""
18,1,2026-06-01,narrative,facility_expanded,absent,0,0,""
18,1,2026-06-01,narrative,facility_incident,absent,0,0,""
18,1,2026-06-01,narrative,facility_saturated,absent,0,0,""
18,1,2026-06-01,narrative,occupancy_rate,absent,0,0,""
18,1,2026-06-01,narrative,patients_confirmed,absent,0,0,""
18,1,2026-06-01,narrative,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
18,1,2026-06-01,narrative,patients_start_day,absent,0,0,""
18,1,2026-06-01,narrative,patients_suspect,absent,0,0,""
19,1,2026-06-02,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
19,1,2026-06-02,table,admissions_cumulative,absent,0,0,""
19,1,2026-06-02,table,beds_total,absent,0,0,""
19,1,2026-06-02,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
19,1,2026-06-02,table,facility_closed,absent,0,0,""
19,1,2026-06-02,table,facility_expanded,absent,0,0,""
19,1,2026-06-02,table,facility_incident,absent,0,0,""
19,1,2026-06-02,table,facility_saturated,absent,0,0,""
19,1,2026-06-02,table,occupancy_rate,absent,0,0,""
19,1,2026-06-02,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
19,1,2026-06-02,table,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
19,1,2026-06-02,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
19,1,2026-06-02,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
20,1,2026-06-03,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
20,1,2026-06-03,table,admissions_cumulative,absent,0,0,""
20,1,2026-06-03,table,beds_total,absent,0,0,""
20,1,2026-06-03,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
20,1,2026-06-03,table,facility_closed,absent,0,0,""
20,1,2026-06-03,table,facility_expanded,absent,0,0,""
20,1,2026-06-03,table,facility_incident,absent,0,0,""
20,1,2026-06-03,table,facility_saturated,absent,0,0,""
20,1,2026-06-03,table,occupancy_rate,absent,0,0,""
20,1,2026-06-03,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
20,1,2026-06-03,table,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
20,1,2026-06-03,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
20,1,2026-06-03,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
21,1,2026-06-04,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
21,1,2026-06-04,table,admissions_cumulative,absent,0,0,""
21,1,2026-06-04,table,beds_total,absent,0,0,""
21,1,2026-06-04,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
21,1,2026-06-04,table,facility_closed,absent,0,0,""
21,1,2026-06-04,table,facility_expanded,absent,0,0,""
21,1,2026-06-04,table,facility_incident,absent,0,0,""
21,1,2026-06-04,table,facility_saturated,absent,0,0,""
21,1,2026-06-04,table,occupancy_rate,absent,0,0,""
21,1,2026-06-04,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
21,1,2026-06-04,table,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
21,1,2026-06-04,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
21,1,2026-06-04,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
22,1,2026-06-05,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
22,1,2026-06-05,table,admissions_cumulative,absent,0,0,""
22,1,2026-06-05,table,beds_total,absent,0,0,""
22,1,2026-06-05,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
22,1,2026-06-05,table,facility_closed,absent,0,0,""
22,1,2026-06-05,table,facility_expanded,absent,0,0,""
22,1,2026-06-05,table,facility_incident,absent,0,0,""
22,1,2026-06-05,table,facility_saturated,absent,0,0,""
22,1,2026-06-05,table,occupancy_rate,absent,0,0,""
22,1,2026-06-05,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
22,1,2026-06-05,table,patients_isolated,absent,0,0,""
22,1,2026-06-05,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
22,1,2026-06-05,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
23,1,2026-06-06,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
23,1,2026-06-06,table,admissions_cumulative,absent,0,0,""
23,1,2026-06-06,table,beds_total,absent,0,0,""
23,1,2026-06-06,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
23,1,2026-06-06,table,facility_closed,absent,0,0,""
23,1,2026-06-06,table,facility_expanded,absent,0,0,""
23,1,2026-06-06,table,facility_incident,absent,0,0,""
23,1,2026-06-06,table,facility_saturated,absent,0,0,""
23,1,2026-06-06,table,occupancy_rate,absent,0,0,""
23,1,2026-06-06,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
23,1,2026-06-06,table,patients_isolated,absent,0,0,""
23,1,2026-06-06,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
23,1,2026-06-06,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
24,1,2026-06-07,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
24,1,2026-06-07,table,admissions_cumulative,absent,0,0,""
24,1,2026-06-07,table,beds_total,absent,0,0,""
24,1,2026-06-07,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
24,1,2026-06-07,table,facility_closed,absent,0,0,""
24,1,2026-06-07,table,facility_expanded,absent,0,0,""
24,1,2026-06-07,table,facility_incident,absent,0,0,""
24,1,2026-06-07,table,facility_saturated,absent,0,0,""
24,1,2026-06-07,table,occupancy_rate,absent,0,0,""
24,1,2026-06-07,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
24,1,2026-06-07,table,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
24,1,2026-06-07,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
24,1,2026-06-07,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
25,1,2026-06-08,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
25,1,2026-06-08,table,admissions_cumulative,absent,0,0,""
25,1,2026-06-08,table,beds_total,absent,0,0,""
25,1,2026-06-08,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
25,1,2026-06-08,table,facility_closed,absent,0,0,""
25,1,2026-06-08,table,facility_expanded,absent,0,0,""
25,1,2026-06-08,table,facility_incident,absent,0,0,""
25,1,2026-06-08,table,facility_saturated,absent,0,0,""
25,1,2026-06-08,table,occupancy_rate,absent,0,0,""
25,1,2026-06-08,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
25,1,2026-06-08,table,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
25,1,2026-06-08,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
25,1,2026-06-08,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
26,1,2026-06-09,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
26,1,2026-06-09,table,admissions_cumulative,absent,0,0,""
26,1,2026-06-09,table,beds_total,absent,0,0,""
26,1,2026-06-09,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
26,1,2026-06-09,table,facility_closed,absent,0,0,""
26,1,2026-06-09,table,facility_expanded,absent,0,0,""
26,1,2026-06-09,table,facility_incident,absent,0,0,""
26,1,2026-06-09,table,facility_saturated,absent,0,0,""
26,1,2026-06-09,table,occupancy_rate,absent,0,0,""
26,1,2026-06-09,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
26,1,2026-06-09,table,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
26,1,2026-06-09,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
26,1,2026-06-09,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
27,1,2026-06-10,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
27,1,2026-06-10,table,admissions_cumulative,absent,0,0,""
27,1,2026-06-10,table,beds_total,absent,0,0,""
27,1,2026-06-10,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
27,1,2026-06-10,table,facility_closed,absent,0,0,""
27,1,2026-06-10,table,facility_expanded,reported,1,0,cte-cme-bunia
27,1,2026-06-10,table,facility_incident,absent,0,0,""
27,1,2026-06-10,table,facility_saturated,absent,0,0,""
27,1,2026-06-10,table,occupancy_rate,absent,0,0,""
27,1,2026-06-10,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
27,1,2026-06-10,table,patients_isolated,absent,0,0,""
27,1,2026-06-10,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
27,1,2026-06-10,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
28,1,2026-06-11,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
28,1,2026-06-11,table,admissions_cumulative,absent,0,0,""
28,1,2026-06-11,table,beds_total,absent,0,0,""
28,1,2026-06-11,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
28,1,2026-06-11,table,facility_closed,absent,0,0,""
28,1,2026-06-11,table,facility_expanded,absent,0,0,""
28,1,2026-06-11,table,facility_incident,absent,0,0,""
28,1,2026-06-11,table,facility_saturated,absent,0,0,""
28,1,2026-06-11,table,occupancy_rate,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
28,1,2026-06-11,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
28,1,2026-06-11,table,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
28,1,2026-06-11,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
28,1,2026-06-11,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
30,1,2026-06-13,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
30,1,2026-06-13,table,admissions_cumulative,absent,0,0,""
30,1,2026-06-13,table,beds_total,absent,0,0,""
30,1,2026-06-13,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
30,1,2026-06-13,table,facility_closed,absent,0,0,""
30,1,2026-06-13,table,facility_expanded,reported,1,0,cte-cme-bunia
30,1,2026-06-13,table,facility_incident,absent,0,0,""
30,1,2026-06-13,table,facility_saturated,absent,0,0,""
30,1,2026-06-13,table,occupancy_rate,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
30,1,2026-06-13,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
30,1,2026-06-13,table,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
30,1,2026-06-13,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
30,1,2026-06-13,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
31,1,2026-06-14,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
31,1,2026-06-14,table,admissions_cumulative,absent,0,0,""
31,1,2026-06-14,table,beds_total,absent,0,0,""
31,1,2026-06-14,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
31,1,2026-06-14,table,facility_closed,absent,0,0,""
31,1,2026-06-14,table,facility_expanded,absent,0,0,""
31,1,2026-06-14,table,facility_incident,absent,0,0,""
31,1,2026-06-14,table,facility_saturated,absent,0,0,""
31,1,2026-06-14,table,occupancy_rate,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
31,1,2026-06-14,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
31,1,2026-06-14,table,patients_isolated,absent,0,0,""
31,1,2026-06-14,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
31,1,2026-06-14,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
32,1,2026-06-15,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
32,1,2026-06-15,table,admissions_cumulative,absent,0,0,""
32,1,2026-06-15,table,beds_total,absent,0,0,""
32,1,2026-06-15,table,exits_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
32,1,2026-06-15,table,facility_closed,absent,0,0,""
32,1,2026-06-15,table,facility_expanded,reported,1,0,cte-bunia
32,1,2026-06-15,table,facility_incident,absent,0,0,""
32,1,2026-06-15,table,facility_saturated,absent,0,0,""
32,1,2026-06-15,table,occupancy_rate,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
32,1,2026-06-15,table,patients_confirmed,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
32,1,2026-06-15,table,patients_isolated,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
32,1,2026-06-15,table,patients_start_day,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
32,1,2026-06-15,table,patients_suspect,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
33,1,2026-06-16,table,admissions_24h,reported,4,0,ensemble;ituri;nord-kivu;sud-kivu
33,1,2026-06-16,table,admissions_cumulative,absent,0,0,""
